"","Model","Var1","Var2","value"
"782","Double",32,"s5",0.490503831082747
"783","Double",33,"s5",0.525895840558936
"784","Double",34,"s5",0.497729156976541
"785","Double",35,"s5",0.39222196985066
"786","Double",36,"s5",0.498089328270669
"787","Double",37,"s5",-0.266181696387236
"788","Double",38,"s5",-0.212933048230286
"789","Double",39,"s5",-0.311586529630378
"790","Double",40,"s5",0.278954855443612
"791","Double",41,"s5",-0.50316008696643
"792","Double",42,"s5",-0.348649879596294
"793","Double",43,"s5",0.49343157736391
"794","Double",44,"s5",0.49971841982904
"795","Double",45,"s5",0.501274068645292
"796","Double",46,"s5",0.499010006861391
"797","Double",47,"s5",0.372136146172654
"798","Double",48,"s5",0.498760228399829
"799","Double",49,"s5",0.499500979751709
"800","Double",50,"s5",0.421608682150508
"801","Double",1,"s2",-0.499729850400079
"802","Double",2,"s2",-0.500086928531628
"803","Double",3,"s2",-0.0303286008360546
"804","Double",4,"s2",-0.499565659139414
"805","Double",5,"s2",-0.500186950779734
"806","Double",6,"s2",-0.373548990789162
"807","Double",7,"s2",-0.4934057283834
"808","Double",8,"s2",0.556602707604564
"809","Double",9,"s2",-0.492478138448044
"810","Double",10,"s2",-0.486140492491432
"811","Double",11,"s2",-0.499190493222069
"812","Double",12,"s2",-0.486241581051687
"813","Double",13,"s2",0.469648910445144
"814","Double",14,"s2",0.345085080125797
"815","Double",15,"s2",-0.487029715188597
"816","Double",16,"s2",-0.499626365902942
"817","Double",17,"s2",-0.442471742145849
"818","Double",18,"s2",-0.49163411125504
"819","Double",19,"s2",-0.489451720320134
"820","Double",20,"s2",-0.500562466397568
"821","Double",21,"s2",-0.486250963257595
"822","Double",22,"s2",-0.152146209320132
"823","Double",23,"s2",-0.494288120158471
"824","Double",24,"s2",-0.472258469835466
"825","Double",25,"s2",-0.495776270388875
"826","Double",26,"s2",0.520317167833196
"827","Double",27,"s2",-0.495819466102004
"828","Double",28,"s2",-0.502974926362148
"829","Double",29,"s2",-0.498429447007404
"830","Double",30,"s2",-0.496983810673421
"831","Double",31,"s2",0.180535064667908
"832","Double",32,"s2",-0.490503831082747
"833","Double",33,"s2",-0.553230449989122
"834","Double",34,"s2",-0.497729156976541
"835","Double",35,"s2",-0.396370744008081
"836","Double",36,"s2",-0.498089328270669
"837","Double",37,"s2",0.057158816073462
"838","Double",38,"s2",0.263393971325795
"839","Double",39,"s2",0.342410054706916
"840","Double",40,"s2",-0.339179416390399
"841","Double",41,"s2",0.539464421170129
"842","Double",42,"s2",0.348649879596294
"843","Double",43,"s2",-0.495838072071493
"844","Double",44,"s2",-0.49971841982904
"845","Double",45,"s2",-0.501274068645291
"846","Double",46,"s2",-0.499010006861391
"847","Double",47,"s2",-0.461428008176196
"848","Double",48,"s2",-0.498760228399829
"849","Double",49,"s2",-0.499500979751709
"850","Double",50,"s2",-0.537584243084356
"851","Double",1,"d3",NA
"852","Double",2,"d3",NA
"853","Double",3,"d3",-0.285687504168468
"854","Double",4,"d3",NA
"855","Double",5,"d3",NA
"856","Double",6,"d3",-0.119944981351902
"857","Double",7,"d3",NA
"858","Double",8,"d3",NA
"859","Double",9,"d3",NA
"860","Double",10,"d3",NA
"861","Double",11,"d3",NA
"862","Double",12,"d3",NA
"863","Double",13,"d3",NA
"864","Double",14,"d3",-0.170171970392014
"865","Double",15,"d3",NA
"866","Double",16,"d3",NA
"867","Double",17,"d3",NA
"868","Double",18,"d3",NA
"869","Double",19,"d3",NA
"870","Double",20,"d3",NA
"871","Double",21,"d3",NA
"872","Double",22,"d3",-0.221240224623039
"873","Double",23,"d3",NA
"874","Double",24,"d3",NA
"875","Double",25,"d3",NA
"876","Double",26,"d3",NA
"877","Double",27,"d3",NA
"878","Double",28,"d3",NA
"879","Double",29,"d3",NA
"880","Double",30,"d3",NA
"881","Double",31,"d3",-0.342233960062859
"882","Double",32,"d3",NA
"883","Double",33,"d3",NA
"884","Double",34,"d3",NA
"885","Double",35,"d3",-0.21873868177627
"886","Double",36,"d3",NA
"887","Double",37,"d3",-0.230137099639264
"888","Double",38,"d3",-0.284722290135943
"889","Double",39,"d3",-0.216882861754012
"890","Double",40,"d3",-0.213879134505087
"891","Double",41,"d3",NA
"892","Double",42,"d3",NA
"893","Double",43,"d3",NA
"894","Double",44,"d3",NA
"895","Double",45,"d3",NA
"896","Double",46,"d3",NA
"897","Double",47,"d3",-0.203212250477273
"898","Double",48,"d3",NA
"899","Double",49,"d3",NA
"900","Double",50,"d3",0.0806918678473558
"901","Double",1,"d4",NA
"902","Double",2,"d4",NA
"903","Double",3,"d4",-0.102744688440535
"904","Double",4,"d4",NA
"905","Double",5,"d4",NA
"906","Double",6,"d4",-0.234830571190614
"907","Double",7,"d4",NA
"908","Double",8,"d4",NA
"909","Double",9,"d4",NA
"910","Double",10,"d4",NA
"911","Double",11,"d4",NA
"912","Double",12,"d4",NA
"913","Double",13,"d4",NA
"914","Double",14,"d4",-0.283350993525234
"915","Double",15,"d4",NA
"916","Double",16,"d4",NA
"917","Double",17,"d4",NA
"918","Double",18,"d4",NA
"919","Double",19,"d4",NA
"920","Double",20,"d4",NA
"921","Double",21,"d4",NA
"922","Double",22,"d4",0.404245809187196
"923","Double",23,"d4",NA
"924","Double",24,"d4",NA
"925","Double",25,"d4",NA
"926","Double",26,"d4",NA
"927","Double",27,"d4",NA
"928","Double",28,"d4",NA
"929","Double",29,"d4",NA
"930","Double",30,"d4",NA
"931","Double",31,"d4",-0.252657881214608
"932","Double",32,"d4",NA
"933","Double",33,"d4",NA
"934","Double",34,"d4",NA
"935","Double",35,"d4",-0.0847405712777386
"936","Double",36,"d4",NA
"937","Double",37,"d4",-0.592442970602296
"938","Double",38,"d4",-0.0674453122638103
"939","Double",39,"d4",-0.193343317114929
"940","Double",40,"d4",-0.154565251643262
"941","Double",41,"d4",NA
"942","Double",42,"d4",NA
"943","Double",43,"d4",NA
"944","Double",44,"d4",NA
"945","Double",45,"d4",NA
"946","Double",46,"d4",NA
"947","Double",47,"d4",-0.0614675357362262
"948","Double",48,"d4",NA
"949","Double",49,"d4",NA
"950","Double",50,"d4",-0.0822842504846244
"951","Double",1,"s3",-0.014681657413303
"952","Double",2,"s3",-0.0229564257776393
"953","Double",3,"s3",-0.260953470352329
"954","Double",4,"s3",-0.0114267879793347
"955","Double",5,"s3",-0.047945834438193
"956","Double",6,"s3",-0.0914969292543522
"957","Double",7,"s3",-0.0180967553861683
"958","Double",8,"s3",-0.0730553995551038
"959","Double",9,"s3",-0.175945708563791
"960","Double",10,"s3",-0.022841652769496
"961","Double",11,"s3",-0.0152196990104846
"962","Double",12,"s3",-0.145132867765935
"963","Double",13,"s3",-0.393465040607365
"964","Double",14,"s3",-0.208028962690508
"965","Double",15,"s3",-0.161520782709634
"966","Double",16,"s3",-0.016475128548827
"967","Double",17,"s3",-0.263901560559568
"968","Double",18,"s3",-0.146744142777378
"969","Double",19,"s3",-0.0222716306910208
"970","Double",20,"s3",-0.0192731491429595
"971","Double",21,"s3",-0.0563578559231418
"972","Double",22,"s3",-0.233890166959246
"973","Double",23,"s3",-0.187967965189203
"974","Double",24,"s3",-0.104478600250875
"975","Double",25,"s3",-0.0444779071745284
"976","Double",26,"s3",-0.0499938750427365
"977","Double",27,"s3",-0.0384147877840764
"978","Double",28,"s3",-0.133522612631093
"979","Double",29,"s3",-0.0313570600731962
"980","Double",30,"s3",-0.0357262914356485
"981","Double",31,"s3",-0.255953853807805
"982","Double",32,"s3",-0.0999349000653386
"983","Double",33,"s3",-0.0257361270310512
"984","Double",34,"s3",-0.0512832016124734
"985","Double",35,"s3",-0.175240823933814
"986","Double",36,"s3",-0.0318256126658315
"987","Double",37,"s3",-0.204288325272046
"988","Double",38,"s3",-0.430183269008511
"989","Double",39,"s3",-0.559329738470149
"990","Double",40,"s3",-0.103279018766926
"991","Double",41,"s3",-0.521978271077309
"992","Double",42,"s3",-0.711283789937786
"993","Double",43,"s3",-0.0169306985635201
"994","Double",44,"s3",-0.0145320297593994
"995","Double",45,"s3",-0.00840912703166108
"996","Double",46,"s3",-0.00847152183721841
"997","Double",47,"s3",-0.296745073303604
"998","Double",48,"s3",-0.0447452447200933
"999","Double",49,"s3",-0.0290472603131306
"1000","Double",50,"s3",-0.211149595417941
"1001","Double",1,"d2",NA
"1002","Double",2,"d2",NA
"1003","Double",3,"d2",0.373704720877464
"1004","Double",4,"d2",NA
"1005","Double",5,"d2",NA
"1006","Double",6,"d2",0.0864141426807459
"1007","Double",7,"d2",NA
"1008","Double",8,"d2",NA
"1009","Double",9,"d2",NA
"1010","Double",10,"d2",NA
"1011","Double",11,"d2",NA
"1012","Double",12,"d2",NA
"1013","Double",13,"d2",NA
"1014","Double",14,"d2",0.244464508911879
"1015","Double",15,"d2",NA
"1016","Double",16,"d2",NA
"1017","Double",17,"d2",NA
"1018","Double",18,"d2",NA
"1019","Double",19,"d2",NA
"1020","Double",20,"d2",NA
"1021","Double",21,"d2",NA
"1022","Double",22,"d2",-0.340041986220456
"1023","Double",23,"d2",NA
"1024","Double",24,"d2",NA
"1025","Double",25,"d2",NA
"1026","Double",26,"d2",NA
"1027","Double",27,"d2",NA
"1028","Double",28,"d2",NA
"1029","Double",29,"d2",NA
"1030","Double",30,"d2",NA
"1031","Double",31,"d2",0.226990515075716
"1032","Double",32,"d2",NA
"1033","Double",33,"d2",NA
"1034","Double",34,"d2",NA
"1035","Double",35,"d2",0.00819695927612559
"1036","Double",36,"d2",NA
"1037","Double",37,"d2",0.312111841028024
"1038","Double",38,"d2",0.085597923235593
"1039","Double",39,"d2",0.0214289868904854
"1040","Double",40,"d2",0.15162446306829
"1041","Double",41,"d2",NA
"1042","Double",42,"d2",NA
"1043","Double",43,"d2",NA
"1044","Double",44,"d2",NA
"1045","Double",45,"d2",NA
"1046","Double",46,"d2",NA
"1047","Double",47,"d2",0.176821791130309
"1048","Double",48,"d2",NA
"1049","Double",49,"d2",NA
"1050","Double",50,"d2",-0.0271408229671451
"1051","Double",1,"d1",NA
"1052","Double",2,"d1",NA
"1053","Double",3,"d1",0.00442141807130509
"1054","Double",4,"d1",NA
"1055","Double",5,"d1",NA
"1056","Double",6,"d1",0.124386283124976
"1057","Double",7,"d1",NA
"1058","Double",8,"d1",NA
"1059","Double",9,"d1",NA
"1060","Double",10,"d1",NA
"1061","Double",11,"d1",NA
"1062","Double",12,"d1",NA
"1063","Double",13,"d1",NA
"1064","Double",14,"d1",-0.0196869664326752
"1065","Double",15,"d1",NA
"1066","Double",16,"d1",NA
"1067","Double",17,"d1",NA
"1068","Double",18,"d1",NA
"1069","Double",19,"d1",NA
"1070","Double",20,"d1",NA
"1071","Double",21,"d1",NA
"1072","Double",22,"d1",-0.165438653856314
"1073","Double",23,"d1",NA
"1074","Double",24,"d1",NA
"1075","Double",25,"d1",NA
"1076","Double",26,"d1",NA
"1077","Double",27,"d1",NA
"1078","Double",28,"d1",NA
"1079","Double",29,"d1",NA
"1080","Double",30,"d1",NA
"1081","Double",31,"d1",0.299903787722829
"1082","Double",32,"d1",NA
"1083","Double",33,"d1",NA
"1084","Double",34,"d1",NA
"1085","Double",35,"d1",0.180707953892003
"1086","Double",36,"d1",NA
"1087","Double",37,"d1",0.2018252192076
"1088","Double",38,"d1",0.140668472071994
"1089","Double",39,"d1",0.233702558327886
"1090","Double",40,"d1",0.0721204959428728
"1091","Double",41,"d1",NA
"1092","Double",42,"d1",NA
"1093","Double",43,"d1",NA
"1094","Double",44,"d1",NA
"1095","Double",45,"d1",NA
"1096","Double",46,"d1",NA
"1097","Double",47,"d1",0.208773722505757
"1098","Double",48,"d1",NA
"1099","Double",49,"d1",NA
"1100","Double",50,"d1",0.233407110280256
"1101","Double",1,"d5",NA
"1102","Double",2,"d5",NA
"1103","Double",3,"d5",-0.24295976649993
"1104","Double",4,"d5",NA
"1105","Double",5,"d5",NA
"1106","Double",6,"d5",-0.0841955738154786
"1107","Double",7,"d5",NA
"1108","Double",8,"d5",NA
"1109","Double",9,"d5",NA
"1110","Double",10,"d5",NA
"1111","Double",11,"d5",NA
"1112","Double",12,"d5",NA
"1113","Double",13,"d5",NA
"1114","Double",14,"d5",-0.330938550425224
"1115","Double",15,"d5",NA
"1116","Double",16,"d5",NA
"1117","Double",17,"d5",NA
"1118","Double",18,"d5",NA
"1119","Double",19,"d5",NA
"1120","Double",20,"d5",NA
"1121","Double",21,"d5",NA
"1122","Double",22,"d5",-0.116190366459912
"1123","Double",23,"d5",NA
"1124","Double",24,"d5",NA
"1125","Double",25,"d5",NA
"1126","Double",26,"d5",NA
"1127","Double",27,"d5",NA
"1128","Double",28,"d5",NA
"1129","Double",29,"d5",NA
"1130","Double",30,"d5",NA
"1131","Double",31,"d5",-0.200287198729925
"1132","Double",32,"d5",NA
"1133","Double",33,"d5",NA
"1134","Double",34,"d5",NA
"1135","Double",35,"d5",-0.244026602288074
"1136","Double",36,"d5",NA
"1137","Double",37,"d5",-0.312159705272721
"1138","Double",38,"d5",-0.343112108843251
"1139","Double",39,"d5",-0.214932956868988
"1140","Double",40,"d5",-0.188780693283607
"1141","Double",41,"d5",NA
"1142","Double",42,"d5",NA
"1143","Double",43,"d5",NA
"1144","Double",44,"d5",NA
"1145","Double",45,"d5",NA
"1146","Double",46,"d5",NA
"1147","Double",47,"d5",-0.160777406055085
"1148","Double",48,"d5",NA
"1149","Double",49,"d5",NA
"1150","Double",50,"d5",-0.0801978530583008
"1151","Double",1,"d7",NA
"1152","Double",2,"d7",NA
"1153","Double",3,"d7",-0.049946900365933
"1154","Double",4,"d7",NA
"1155","Double",5,"d7",NA
"1156","Double",6,"d7",-0.0311141380440371
"1157","Double",7,"d7",NA
"1158","Double",8,"d7",NA
"1159","Double",9,"d7",NA
"1160","Double",10,"d7",NA
"1161","Double",11,"d7",NA
"1162","Double",12,"d7",NA
"1163","Double",13,"d7",NA
"1164","Double",14,"d7",-0.149994423834362
"1165","Double",15,"d7",NA
"1166","Double",16,"d7",NA
"1167","Double",17,"d7",NA
"1168","Double",18,"d7",NA
"1169","Double",19,"d7",NA
"1170","Double",20,"d7",NA
"1171","Double",21,"d7",NA
"1172","Double",22,"d7",-0.0971888061998131
"1173","Double",23,"d7",NA
"1174","Double",24,"d7",NA
"1175","Double",25,"d7",NA
"1176","Double",26,"d7",NA
"1177","Double",27,"d7",NA
"1178","Double",28,"d7",NA
"1179","Double",29,"d7",NA
"1180","Double",30,"d7",NA
"1181","Double",31,"d7",-0.00615939446931237
"1182","Double",32,"d7",NA
"1183","Double",33,"d7",NA
"1184","Double",34,"d7",NA
"1185","Double",35,"d7",-0.0312701959470848
"1186","Double",36,"d7",NA
"1187","Double",37,"d7",-0.0701660730877651
"1188","Double",38,"d7",0.0358604308159887
"1189","Double",39,"d7",0.0577877805193326
"1190","Double",40,"d7",-0.314823336552141
"1191","Double",41,"d7",NA
"1192","Double",42,"d7",NA
"1193","Double",43,"d7",NA
"1194","Double",44,"d7",NA
"1195","Double",45,"d7",NA
"1196","Double",46,"d7",NA
"1197","Double",47,"d7",0.0185305737367866
"1198","Double",48,"d7",NA
"1199","Double",49,"d7",NA
"1200","Double",50,"d7",NA
"1201","Double",1,"d6",NA
"1202","Double",2,"d6",NA
"1203","Double",3,"d6",0.634272937828942
"1204","Double",4,"d6",NA
"1205","Double",5,"d6",NA
"1206","Double",6,"d6",0.495467918616187
"1207","Double",7,"d6",NA
"1208","Double",8,"d6",NA
"1209","Double",9,"d6",NA
"1210","Double",10,"d6",NA
"1211","Double",11,"d6",NA
"1212","Double",12,"d6",NA
"1213","Double",13,"d6",NA
"1214","Double",14,"d6",0.481011867551097
"1215","Double",15,"d6",NA
"1216","Double",16,"d6",NA
"1217","Double",17,"d6",NA
"1218","Double",18,"d6",NA
"1219","Double",19,"d6",NA
"1220","Double",20,"d6",NA
"1221","Double",21,"d6",NA
"1222","Double",22,"d6",-0.0162334315658076
"1223","Double",23,"d6",NA
"1224","Double",24,"d6",NA
"1225","Double",25,"d6",NA
"1226","Double",26,"d6",NA
"1227","Double",27,"d6",NA
"1228","Double",28,"d6",NA
"1229","Double",29,"d6",NA
"1230","Double",30,"d6",NA
"1231","Double",31,"d6",0.642946786985855
"1232","Double",32,"d6",NA
"1233","Double",33,"d6",NA
"1234","Double",34,"d6",NA
"1235","Double",35,"d6",0.357412865296659
"1236","Double",36,"d6",NA
"1237","Double",37,"d6",0.37755174794397
"1238","Double",38,"d6",0.464116942545703
"1239","Double",39,"d6",-0.00712613480678551
"1240","Double",40,"d6",0.433738186782401
"1241","Double",41,"d6",NA
"1242","Double",42,"d6",NA
"1243","Double",43,"d6",NA
"1244","Double",44,"d6",NA
"1245","Double",45,"d6",NA
"1246","Double",46,"d6",NA
"1247","Double",47,"d6",NA
"1248","Double",48,"d6",NA
"1249","Double",49,"d6",NA
"1250","Double",50,"d6",NA
"1251","Double",1,"d8",NA
"1252","Double",2,"d8",NA
"1253","Double",3,"d8",-0.0837084757607328
"1254","Double",4,"d8",NA
"1255","Double",5,"d8",NA
"1256","Double",6,"d8",-0.026510901089954
"1257","Double",7,"d8",NA
"1258","Double",8,"d8",NA
"1259","Double",9,"d8",NA
"1260","Double",10,"d8",NA
"1261","Double",11,"d8",NA
"1262","Double",12,"d8",NA
"1263","Double",13,"d8",NA
"1264","Double",14,"d8",-0.216917791495452
"1265","Double",15,"d8",NA
"1266","Double",16,"d8",NA
"1267","Double",17,"d8",NA
"1268","Double",18,"d8",NA
"1269","Double",19,"d8",NA
"1270","Double",20,"d8",NA
"1271","Double",21,"d8",NA
"1272","Double",22,"d8",0.392402579428281
"1273","Double",23,"d8",NA
"1274","Double",24,"d8",NA
"1275","Double",25,"d8",NA
"1276","Double",26,"d8",NA
"1277","Double",27,"d8",NA
"1278","Double",28,"d8",NA
"1279","Double",29,"d8",NA
"1280","Double",30,"d8",NA
"1281","Double",31,"d8",-0.0655702974842055
"1282","Double",32,"d8",NA
"1283","Double",33,"d8",NA
"1284","Double",34,"d8",NA
"1285","Double",35,"d8",0.0376495160055045
"1286","Double",36,"d8",NA
"1287","Double",37,"d8",-0.15199369943623
"1288","Double",38,"d8",-0.109743736948932
"1289","Double",39,"d8",0.0151736258433935
"1290","Double",40,"d8",-0.0856322890923657
"1291","Double",41,"d8",NA
"1292","Double",42,"d8",NA
"1293","Double",43,"d8",NA
"1294","Double",44,"d8",NA
"1295","Double",45,"d8",NA
"1296","Double",46,"d8",NA
"1297","Double",47,"d8",0.115559626755592
"1298","Double",48,"d8",NA
"1299","Double",49,"d8",NA
"1300","Double",50,"d8",NA
